,age,sex,income,height,city,education,children
19996,26,Male,97514,1.61,Los Angeles,No especificado,2
19997,34,Female,36244,1.8,Phoenix,PhD,0
19998,19,Female,65626,1.73,Los Angeles,PhD,4
19999,70,Female,79133,1.65,Phoenix,No especificado,5
20001,25,Male,43590,1.85,New York,PhD,4
20002,90,Female,86401,1.85,Chicago,Bachelor,4
20003,16,Female,22058,1.68,Chicago,Bachelor,1
20004,90,Female,59769,1.78,Chicago,No especificado,2
20005,98,Male,97896,1.66,Chicago,Master,4
20006,10,Male,40888,1.87,Phoenix,Master,1
20007,25,Male,63928,1.9,Phoenix,Bachelor,4
20009,42,Male,49292,1.97,Phoenix,PhD,4
20010,97,Male,76663,1.66,Chicago,PhD,0
20011,30,Female,75192,1.79,Houston,PhD,3
20012,21,Male,58141,1.85,Houston,PhD,0
20013,51,Male,37988,1.56,New York,Bachelor,0
20014,82,Male,26439,1.72,Houston,Bachelor,0
20015,76,Male,69431,1.62,Chicago,Master,0
20016,38,Female,78790,1.74,Chicago,Master,1
20017,77,Female,60815,1.76,Phoenix,Master,3
20018,53,Male,29337,1.84,Chicago,Bachelor,1
20019,65,Female,79780,1.51,Los Angeles,Bachelor,3
20020,82,Male,88393,1.96,Houston,Bachelor,0
20021,37,Female,79704,1.64,New York,PhD,0
20022,28,Male,24034,1.57,Phoenix,Bachelor,5
20023,55,Male,32240,1.62,Phoenix,Master,0
20024,33,Female,41365,1.65,Phoenix,PhD,0
20025,45,Female,28280,1.92,Phoenix,PhD,2
20026,95,Female,21783,1.62,Houston,Master,3
20027,31,Female,83818,1.89,Los Angeles,Master,1
20028,68,Male,23916,1.79,Los Angeles,Master,0
20029,1,Female,87976,1.7,Houston,No especificado,2
20030,84,Male,76639,1.7,Phoenix,Bachelor,5
20032,33,Male,85325,1.6,New York,No especificado,1
20033,37,Male,72960,1.89,Houston,PhD,5
20034,97,Male,90866,1.72,Houston,No especificado,2
20035,21,Female,98578,1.93,Los Angeles,Master,4
20036,9,Female,52711,1.76,Chicago,No especificado,0
20037,8,Female,53516,1.51,Phoenix,Bachelor,0
20038,9,Male,60443,1.53,Los Angeles,Bachelor,0
20039,64,Male,30822,1.8,New York,Bachelor,2
20040,45,Male,36620,1.64,Chicago,Bachelor,1
20041,94,Female,40664,1.68,Phoenix,Bachelor,0
20042,8,Male,28937,1.54,Los Angeles,Master,2
20043,80,Female,72353,1.62,Chicago,PhD,4
20044,97,Female,48518,1.66,Los Angeles,Master,1
20045,56,Female,93662,1.62,Chicago,PhD,4
20046,11,Male,39929,1.85,Phoenix,Bachelor,4
20047,87,Female,67282,1.89,Phoenix,PhD,5
20048,98,Female,80446,1.92,Phoenix,Master,4
20049,92,Female,74718,1.63,Chicago,No especificado,5
20050,58,Female,40416,1.79,Houston,No especificado,1
20051,2,Female,61071,1.56,Los Angeles,Bachelor,0
20052,96,Male,99980,1.91,Phoenix,No especificado,1
20053,87,Female,91290,1.68,New York,Master,5
20054,12,Male,80570,1.53,Phoenix,PhD,3
20055,41,Female,40182,1.51,Phoenix,Master,4
20056,76,Male,49068,1.95,New York,Bachelor,5
20057,99,Male,93764,1.83,New York,Bachelor,0
20059,90,Male,56229,1.76,Los Angeles,No especificado,2
20060,88,Female,72230,1.99,New York,Bachelor,5
20061,78,Female,81005,1.87,Los Angeles,Master,5
20062,87,Male,71028,1.83,New York,No especificado,3
20063,9,Female,79406,1.74,Chicago,Bachelor,1
20064,73,Male,53405,1.93,Phoenix,Bachelor,1
20065,34,Female,28751,1.94,New York,Bachelor,5
20066,94,Male,75042,1.96,Los Angeles,Master,1
20067,41,Female,40859,1.83,Phoenix,No especificado,1
20069,46,Female,98889,1.81,Chicago,No especificado,2
20070,96,Female,27657,1.6,Los Angeles,Bachelor,3
20072,48,Female,34557,1.85,Chicago,Master,1
20073,64,Female,87659,1.91,Phoenix,PhD,0
20074,39,Female,44797,1.84,Phoenix,Master,0
20075,98,Male,24334,1.89,Chicago,Master,0
20077,41,Male,75123,1.67,New York,No especificado,1
20078,70,Female,62652,2.0,Los Angeles,Master,3
20080,25,Male,58487,1.62,Chicago,Bachelor,2
20081,30,Female,86646,1.6,Houston,Bachelor,5
20082,76,Female,29939,1.6,Houston,Bachelor,4
20083,22,Female,66284,1.89,New York,Bachelor,2
20084,6,Female,79557,1.97,Los Angeles,Bachelor,3
20085,89,Male,57187,1.9,Los Angeles,Bachelor,5
20087,53,Male,27970,1.95,Los Angeles,Master,3
20088,60,Male,44561,1.92,New York,Bachelor,3
20089,60,Male,46203,1.7,Chicago,No especificado,0
20090,42,Female,35999,1.56,Chicago,Bachelor,4
20092,60,Male,48952,1.69,Los Angeles,PhD,5
20093,60,Female,68488,1.97,Houston,PhD,0
20096,19,Female,26474,1.73,Chicago,Master,1
20097,95,Female,58044,1.78,Chicago,Master,0
20098,97,Female,65808,1.69,Phoenix,Bachelor,4
20099,50,Male,74995,1.59,Houston,Master,3
20100,54,Female,74682,1.54,Phoenix,No especificado,5
20101,4,Female,32716,1.78,Houston,PhD,3
20102,18,Male,37437,1.7,Houston,PhD,1
20103,41,Male,82657,1.84,Chicago,Master,2
20104,49,Male,32029,1.56,Chicago,Master,5
20106,20,Female,41559,1.58,Los Angeles,Master,2
20107,52,Female,97378,1.69,Los Angeles,Bachelor,5
20108,47,Male,20788,1.75,Houston,No especificado,2
20109,2,Female,89889,1.83,Los Angeles,No especificado,0
20110,56,Female,71396,1.92,Los Angeles,Bachelor,3
20111,85,Male,54887,1.6,Chicago,Master,2
20112,23,Female,59500,1.86,Los Angeles,No especificado,1
20113,20,Male,33027,1.56,New York,Master,1
20114,76,Male,42426,1.56,Houston,Bachelor,3
20116,28,Female,83770,1.9,New York,Bachelor,3
20117,13,Female,66498,1.81,Houston,PhD,5
20118,3,Female,50418,1.73,Chicago,Bachelor,1
20119,51,Female,25948,1.74,Los Angeles,Master,5
20121,20,Male,27457,1.51,Los Angeles,Bachelor,1
20122,35,Female,34928,1.58,Houston,Master,3
20123,44,Female,20905,1.57,Houston,PhD,3
20124,26,Female,29856,1.51,Chicago,Bachelor,1
20125,3,Female,63318,1.67,Chicago,Bachelor,2
20126,64,Female,38567,1.69,Phoenix,PhD,4
20127,51,Female,61727,1.84,Houston,No especificado,2
20128,21,Female,53328,1.54,Houston,No especificado,1
20129,39,Female,37622,1.82,Houston,PhD,5
20130,71,Male,72542,1.98,Houston,No especificado,3
20131,36,Male,88177,1.52,New York,Bachelor,0
20132,30,Male,51781,1.93,Los Angeles,Master,3
20133,25,Female,85613,1.64,New York,Bachelor,2
20134,63,Female,92847,1.72,Houston,Master,4
20135,78,Male,62446,1.51,Phoenix,No especificado,4
20137,64,Female,92357,1.69,Chicago,PhD,3
20138,56,Male,53680,1.74,Phoenix,PhD,4
20139,56,Female,29249,1.56,Phoenix,Master,2
20141,63,Male,76324,1.54,Los Angeles,No especificado,1
20142,86,Male,39448,1.57,New York,No especificado,5
20143,8,Female,56519,1.81,Chicago,Bachelor,2
20144,46,Female,85598,1.58,Phoenix,Master,2
20146,9,Female,39487,1.67,New York,Master,3
20147,42,Male,75158,1.8,Los Angeles,Master,1
20148,91,Female,65713,1.58,Phoenix,PhD,1
20150,78,Female,28948,1.64,Houston,No especificado,1
20151,38,Female,87531,1.97,Houston,No especificado,5
20152,19,Female,31107,1.72,Chicago,PhD,5
20153,31,Male,68865,1.89,Chicago,Bachelor,0
20154,67,Male,34315,1.78,Houston,No especificado,3
20155,64,Male,58732,1.74,New York,No especificado,2
20156,28,Male,51061,1.83,Phoenix,Bachelor,4
20157,54,Female,84011,1.68,Los Angeles,Bachelor,3
20159,2,Male,85031,1.99,Phoenix,No especificado,1
20160,40,Male,21159,1.94,Phoenix,PhD,3
20161,81,Female,34877,1.73,Houston,PhD,4
20162,21,Male,81239,1.54,Los Angeles,Master,2
20163,44,Male,37877,1.73,Los Angeles,No especificado,0
20164,81,Male,33039,1.92,Los Angeles,No especificado,4
20165,40,Male,98604,1.82,Houston,PhD,4
20166,88,Female,67103,1.56,Phoenix,No especificado,2
20167,80,Male,20435,1.86,New York,No especificado,4
20168,55,Female,68859,1.83,New York,Master,5
20169,79,Male,60380,1.93,New York,PhD,0
20170,16,Male,60004,1.81,Houston,PhD,0
20171,77,Female,27588,1.56,New York,PhD,0
20172,17,Male,29054,1.77,Los Angeles,PhD,1
20173,68,Female,29870,1.93,Houston,No especificado,3
20174,37,Female,50199,1.55,Los Angeles,PhD,3
20175,44,Female,36681,1.7,Phoenix,No especificado,5
20176,93,Male,40635,1.58,Los Angeles,No especificado,0
20177,48,Female,23114,1.92,Phoenix,Bachelor,3
20178,89,Male,69293,1.83,Los Angeles,Bachelor,1
20179,17,Male,32257,1.96,Houston,No especificado,1
20180,48,Female,91933,1.54,New York,Bachelor,2
20181,73,Male,84485,1.69,Phoenix,Bachelor,1
20182,61,Male,57205,1.53,Phoenix,Master,2
20183,9,Male,58430,1.84,Chicago,Bachelor,0
20184,3,Female,64020,1.99,Phoenix,Bachelor,3
20185,58,Female,20546,1.66,Houston,PhD,2
20186,48,Female,92420,1.6,Phoenix,No especificado,3
20187,54,Female,50520,1.64,Chicago,No especificado,0
20188,32,Male,89813,1.78,Los Angeles,No especificado,5
20189,27,Male,89731,1.57,Los Angeles,Master,2
20190,42,Male,97227,1.83,Houston,No especificado,0
20191,89,Female,93865,1.88,Phoenix,Bachelor,4
20192,30,Male,62151,1.59,Phoenix,Master,3
20194,82,Female,61812,1.9,Chicago,Master,0
20196,36,Female,70019,1.64,Los Angeles,Bachelor,1
20197,72,Male,69752,1.93,Phoenix,PhD,5
20198,44,Male,22305,1.67,Chicago,PhD,0
20199,74,Male,85458,1.69,Chicago,No especificado,1
20200,43,Female,53008,1.79,Los Angeles,No especificado,1
20201,90,Male,96462,1.61,Los Angeles,Bachelor,4
20202,25,Male,53172,1.85,Chicago,No especificado,2
20203,17,Male,56214,1.58,Houston,PhD,5
20204,42,Female,91231,1.68,Houston,No especificado,4
20205,81,Male,59621,1.74,Los Angeles,Bachelor,3
20206,74,Male,79818,1.75,Chicago,Master,5
20207,30,Female,42437,1.71,Los Angeles,Bachelor,5
20208,91,Male,91931,1.58,New York,PhD,4
20209,76,Male,63991,1.55,Phoenix,PhD,2
20210,79,Female,92391,1.64,Los Angeles,No especificado,3
20214,73,Male,26881,1.86,Chicago,PhD,5
20215,61,Female,87651,1.9,New York,No especificado,5
20216,3,Female,77312,1.95,New York,Bachelor,4
20217,41,Female,65864,1.61,Houston,PhD,2
20218,66,Female,69729,1.92,Los Angeles,Master,5
20220,50,Female,97100,1.66,Los Angeles,No especificado,1
20221,97,Female,29713,1.53,Phoenix,PhD,0
20222,19,Male,58513,1.65,Houston,PhD,1
20223,80,Male,49175,1.85,Houston,Bachelor,5
20224,42,Male,90523,1.61,Chicago,Master,1
20225,11,Male,90880,1.5,Chicago,PhD,0
20230,94,Female,41242,1.55,Chicago,Bachelor,5
20232,9,Male,35929,1.77,Chicago,No especificado,0
20233,58,Male,28978,1.81,New York,Master,4
20234,50,Male,76125,1.67,New York,Master,5
20235,100,Male,49321,1.6,Los Angeles,No especificado,3
20236,25,Male,95557,1.79,New York,Master,1
20237,99,Female,48857,1.68,Phoenix,Bachelor,4
20238,36,Female,80744,1.92,New York,Master,3
20239,92,Male,46817,1.88,Houston,PhD,4
20240,19,Female,38410,1.88,New York,PhD,3
20241,47,Female,46003,1.87,Los Angeles,No especificado,4
20242,100,Male,91023,1.91,Chicago,Master,4
20243,8,Male,92686,1.53,Houston,PhD,0
20244,61,Female,37658,2.0,Phoenix,Master,0
20245,32,Male,35299,1.78,Chicago,No especificado,3
20246,29,Female,43018,1.59,Chicago,Master,4
20247,82,Female,30141,1.59,Los Angeles,No especificado,0
20248,1,Female,89947,1.8,Houston,PhD,1
20249,42,Male,66031,1.6,Chicago,Master,4
20250,46,Male,77428,1.92,New York,PhD,0
20251,80,Male,48795,1.59,Chicago,Bachelor,5
20252,62,Male,88277,1.92,Houston,Master,4
20253,72,Female,50193,1.63,Chicago,No especificado,3
20254,19,Male,33635,1.68,Phoenix,PhD,2
20256,41,Male,45336,1.95,New York,Master,0
20257,63,Male,74478,1.88,Houston,PhD,5
20258,41,Male,50410,1.66,Los Angeles,Bachelor,5
20260,69,Male,40327,1.97,Chicago,Bachelor,4
20262,83,Male,54229,1.56,Chicago,No especificado,1
20263,25,Female,60932,1.91,Houston,Bachelor,2
20264,77,Male,62051,1.88,New York,Bachelor,1
20265,78,Female,25665,1.9,Los Angeles,PhD,4
20266,16,Male,49393,1.72,Phoenix,No especificado,2
20267,38,Male,38530,1.5,Houston,No especificado,0
20268,94,Male,87323,1.73,New York,Master,2
20269,8,Male,73003,1.9,New York,No especificado,2
20270,95,Female,96573,1.6,Houston,PhD,1
20271,25,Female,88863,1.74,Los Angeles,No especificado,0
20273,65,Male,67039,1.95,Los Angeles,Bachelor,1
20274,37,Female,88408,1.84,Chicago,PhD,3
20275,32,Male,25401,1.69,Phoenix,Master,1
20276,49,Male,47345,1.69,Chicago,PhD,2
20277,55,Female,66892,1.67,Los Angeles,Bachelor,5
20278,90,Male,42412,1.96,New York,No especificado,5
20279,2,Male,73241,1.53,Los Angeles,No especificado,4
20280,39,Female,48419,1.96,Chicago,Bachelor,3
20281,34,Male,55503,1.52,Los Angeles,No especificado,2
20282,27,Male,99902,1.93,New York,Master,1
20283,19,Female,74944,1.86,Chicago,Master,1
20284,38,Male,71509,1.9,New York,PhD,5
20285,4,Female,88774,1.7,Los Angeles,No especificado,5
20286,4,Male,94054,1.97,Los Angeles,PhD,3
20287,84,Male,31607,1.62,New York,No especificado,4
20289,98,Male,34007,1.68,Phoenix,PhD,2
20290,54,Male,58206,1.52,Houston,No especificado,1
20291,11,Female,62606,1.52,Houston,PhD,4
20292,48,Male,85317,1.9,New York,PhD,5
20293,60,Male,20669,1.67,Chicago,Master,4
20294,100,Male,56418,1.77,New York,Bachelor,0
20295,19,Male,53269,1.62,New York,No especificado,2
20296,58,Male,41251,1.87,New York,No especificado,1
20297,81,Female,96194,1.51,Chicago,Master,1
20298,49,Male,26297,1.63,Chicago,PhD,3
20299,72,Female,88557,1.86,New York,PhD,0
20300,21,Male,92234,1.94,Houston,No especificado,3
20301,77,Female,62099,1.89,Phoenix,Master,0
20302,57,Female,86378,1.55,Chicago,Bachelor,2
20303,98,Female,92896,1.73,Chicago,No especificado,1
20304,41,Female,43022,1.92,Houston,Master,4
20305,14,Female,45818,1.57,Phoenix,Bachelor,1
20306,36,Male,93211,1.81,Chicago,Master,0
20307,59,Female,60545,1.76,New York,PhD,3
20308,36,Male,54130,2.0,Chicago,PhD,0
20309,26,Male,26252,1.56,New York,PhD,1
20310,91,Female,52379,1.77,New York,No especificado,0
20311,78,Male,60520,1.78,New York,Master,3
20312,59,Female,25615,1.8,Los Angeles,Master,2
20313,37,Female,86841,1.85,Chicago,Bachelor,4
20314,21,Female,79131,1.9,Los Angeles,Bachelor,1
20315,76,Female,70879,1.95,Phoenix,Master,3
20316,17,Female,82565,1.63,Houston,PhD,4
20317,42,Female,64104,1.6,New York,No especificado,3
20318,3,Female,53631,1.58,Houston,Bachelor,4
20319,16,Male,30275,1.86,Los Angeles,No especificado,0
20320,7,Female,72215,1.52,Houston,No especificado,2
20321,42,Male,52639,1.74,Chicago,PhD,1
20322,71,Female,89344,1.78,Phoenix,No especificado,4
20323,62,Male,30308,1.98,Chicago,No especificado,0
20324,48,Female,63906,1.88,Chicago,No especificado,0
20325,19,Female,60407,1.7,Los Angeles,PhD,4
20326,41,Male,46066,1.92,Houston,Master,2
20327,93,Male,43710,1.91,Los Angeles,No especificado,3
20328,49,Male,27746,1.52,Houston,Bachelor,3
20329,71,Female,80984,1.86,Phoenix,Master,2
20331,81,Male,55391,1.85,New York,No especificado,5
20332,56,Female,33109,1.5,New York,Master,5
20333,83,Male,44804,1.7,Los Angeles,No especificado,2
20334,42,Female,40071,1.87,Phoenix,PhD,3
20335,51,Female,99633,1.67,New York,PhD,2
20336,23,Female,93359,1.71,Phoenix,No especificado,3
20338,79,Male,55761,1.99,Los Angeles,Bachelor,5
20339,98,Female,29241,1.81,New York,Bachelor,1
20340,5,Male,77075,1.52,Phoenix,PhD,1
20341,83,Male,33819,1.76,Chicago,No especificado,5
20342,37,Female,33885,1.84,Phoenix,No especificado,1
20343,42,Female,89482,1.74,Phoenix,No especificado,2
20344,73,Male,79840,1.67,New York,Master,3
20345,97,Male,68206,1.59,Phoenix,Master,1
20346,73,Male,22339,1.6,Los Angeles,Bachelor,3
20347,6,Female,43312,1.93,Houston,Bachelor,5
20348,66,Female,50856,1.51,Los Angeles,Master,3
20349,8,Male,56872,1.94,New York,No especificado,1
20350,93,Male,71017,1.7,Los Angeles,No especificado,4
20351,92,Female,39176,1.92,Chicago,Master,0
20352,92,Male,97026,1.58,Houston,No especificado,5
20355,9,Female,30733,1.55,Chicago,Bachelor,0
20356,9,Male,38622,1.71,Los Angeles,Bachelor,1
20357,18,Female,99524,1.89,New York,Master,0
20358,20,Male,26581,1.57,Los Angeles,Bachelor,2
20359,14,Female,37139,1.92,Los Angeles,No especificado,1
20360,67,Female,92511,1.81,Chicago,Bachelor,3
20361,21,Female,46873,1.57,Phoenix,Bachelor,5
20362,92,Male,59398,1.86,Houston,Bachelor,0
20364,12,Male,26613,1.94,Los Angeles,Bachelor,4
20365,97,Female,59381,1.56,New York,No especificado,0
20366,47,Female,56406,1.53,New York,No especificado,4
20367,46,Female,37432,1.73,Chicago,PhD,4
20368,44,Male,97520,1.56,New York,No especificado,3
20370,53,Female,99949,1.94,Chicago,Bachelor,3
20371,44,Female,31267,1.51,Houston,PhD,5
20372,97,Male,27127,1.61,Houston,Bachelor,2
20373,9,Male,48522,1.66,Houston,No especificado,0
20374,64,Female,92014,1.89,Chicago,Master,3
20375,52,Male,55739,1.76,New York,PhD,1
20376,70,Female,43517,1.61,Los Angeles,Bachelor,1
20377,8,Male,71988,1.8,Houston,PhD,0
20378,68,Male,74561,1.56,New York,Bachelor,5
20379,54,Female,55291,1.65,Los Angeles,PhD,0
20380,83,Male,77303,1.74,Los Angeles,Bachelor,5
20381,51,Female,89321,1.62,Chicago,Master,1
20382,89,Female,62486,1.69,Chicago,No especificado,4
20383,20,Male,29210,1.53,Houston,No especificado,3
20384,71,Female,40593,1.82,Chicago,No especificado,5
20385,12,Female,35404,1.6,Chicago,Bachelor,2
20386,27,Female,37646,1.51,New York,Bachelor,4
20387,58,Female,73553,1.61,New York,Master,0
20388,21,Male,72695,1.7,Los Angeles,No especificado,1
20389,15,Female,91335,1.98,New York,Bachelor,5
20391,34,Male,46713,1.7,Los Angeles,Master,4
20392,30,Female,90926,1.89,Chicago,Master,2
20393,31,Female,91822,1.68,Houston,No especificado,0
20394,8,Male,27497,1.64,Phoenix,Bachelor,2
20396,88,Female,92474,1.67,Chicago,Master,4
20397,72,Female,56558,1.58,New York,Bachelor,5
20398,4,Male,92320,1.6,Houston,PhD,0
20400,83,Male,50681,1.51,Phoenix,PhD,2
20402,29,Female,41782,1.54,Chicago,No especificado,5
20403,62,Female,66914,1.66,Los Angeles,Bachelor,1
20404,6,Male,28261,1.89,Phoenix,PhD,5
20405,6,Female,80675,1.89,Chicago,Bachelor,1
20406,29,Female,21537,1.78,Houston,No especificado,1
20407,98,Female,43721,1.88,New York,Master,1
20408,30,Male,30749,1.93,Los Angeles,No especificado,5
20409,20,Female,69276,1.75,Chicago,PhD,1
20410,18,Female,65056,1.91,New York,No especificado,2
20411,65,Male,24521,1.75,Houston,Bachelor,0
20412,41,Female,64893,1.52,Phoenix,PhD,2
20413,42,Male,72345,1.58,New York,Master,1
20414,50,Female,77464,1.98,Los Angeles,PhD,1
20415,97,Male,88433,1.81,Phoenix,PhD,4
20416,82,Male,38300,1.56,Houston,Master,1
20417,86,Male,53612,1.76,Los Angeles,Master,3
20418,51,Female,69668,1.53,Los Angeles,PhD,4
20419,3,Female,97133,1.6,Chicago,Bachelor,2
20420,66,Female,52847,1.69,Los Angeles,No especificado,1
20421,98,Female,38124,1.95,New York,Bachelor,0
20422,38,Female,86609,1.9,Houston,PhD,3
20424,4,Male,78918,1.81,Phoenix,PhD,0
20425,86,Female,63619,1.67,Houston,No especificado,0
20427,90,Male,74103,1.57,Los Angeles,Master,0
20428,54,Male,95722,1.67,Los Angeles,PhD,2
20429,71,Male,24010,1.87,Phoenix,Bachelor,3
20430,9,Male,59740,1.53,Los Angeles,Master,1
20431,6,Female,43252,1.93,Los Angeles,No especificado,1
20432,26,Male,69096,1.62,Phoenix,No especificado,1
20433,76,Male,93175,1.71,Houston,Bachelor,3
20434,5,Female,95235,1.84,Houston,Bachelor,1
20435,27,Female,82578,1.66,New York,Bachelor,0
20436,30,Female,52198,1.58,Los Angeles,Bachelor,5
20437,75,Male,31869,1.59,Los Angeles,Bachelor,3
20438,63,Male,37626,1.52,Houston,Master,1
20439,1,Female,98212,1.9,New York,Master,0
20440,45,Male,35774,1.88,New York,Bachelor,5
20441,90,Male,86071,1.63,New York,Bachelor,5
20442,11,Female,42152,1.73,New York,Master,2
20444,48,Female,24854,1.52,Houston,No especificado,2
20445,66,Female,42947,1.58,Phoenix,No especificado,5
20446,22,Female,64559,1.52,Houston,Master,0
20448,28,Male,63903,1.86,Phoenix,Bachelor,1
20449,20,Male,66001,1.79,Phoenix,Bachelor,3
20450,69,Female,77080,1.88,Houston,Bachelor,0
20451,1,Male,44494,1.98,Los Angeles,No especificado,5
20452,81,Male,79442,1.61,Los Angeles,Bachelor,5
20453,96,Male,29302,1.57,Houston,No especificado,3
20454,80,Female,30603,1.51,Phoenix,PhD,0
20455,37,Male,20276,1.72,Houston,Master,1
20456,35,Male,20953,1.62,New York,No especificado,3
20457,72,Male,92247,1.56,Los Angeles,Master,0
20458,48,Female,49103,1.51,Los Angeles,Bachelor,2
20459,66,Female,95540,2.0,New York,No especificado,3
20460,50,Male,28693,1.56,Chicago,Bachelor,0
20461,21,Male,30793,1.97,Phoenix,Bachelor,4
20462,26,Female,50094,1.68,New York,No especificado,5
20463,97,Male,69439,1.79,New York,PhD,2
20464,78,Female,47322,1.68,Houston,No especificado,0
20465,33,Female,93436,1.73,Houston,Bachelor,1
20466,43,Male,61735,1.57,Los Angeles,PhD,4
20467,26,Female,24993,1.92,New York,No especificado,0
20468,42,Female,89208,1.53,Chicago,Bachelor,1
20469,34,Male,48717,1.75,Los Angeles,Bachelor,4
20470,51,Female,75112,1.84,New York,Bachelor,2
20473,37,Female,75998,1.96,Houston,PhD,3
20475,4,Female,77356,1.83,Los Angeles,PhD,0
20476,58,Female,48599,1.88,Phoenix,Bachelor,3
20477,78,Female,71626,1.75,Houston,Bachelor,0
20478,84,Female,84407,1.83,Los Angeles,PhD,5
20481,99,Male,82542,1.8,Chicago,Master,3
20482,52,Male,93960,1.85,Houston,PhD,2
20483,27,Female,61682,1.59,New York,PhD,0
20484,24,Male,50634,1.67,New York,No especificado,1
20485,15,Male,97062,1.92,New York,Master,3
20486,6,Male,67603,1.52,New York,Bachelor,3
20488,14,Male,52067,1.65,Los Angeles,No especificado,4
20489,96,Female,40181,1.96,Chicago,PhD,2
20490,27,Female,68830,1.7,Phoenix,Master,4
20491,26,Female,80042,1.52,New York,No especificado,2
20492,98,Male,34971,1.58,New York,Master,3
20493,73,Female,57479,1.6,Houston,PhD,0
20494,95,Female,55875,1.95,Phoenix,Master,3
20495,96,Male,28969,1.62,Phoenix,Master,1
20496,39,Male,66162,1.79,Los Angeles,Bachelor,4
20497,89,Male,20948,1.85,Houston,Master,4
20498,87,Female,62716,1.58,New York,Master,5
20499,28,Male,29484,1.58,Phoenix,Master,3
20500,76,Male,98818,1.61,Chicago,Master,3
20501,39,Male,94661,1.8,Los Angeles,No especificado,4
20502,47,Female,81677,1.9,Phoenix,Master,0
20503,60,Female,70888,1.74,Chicago,No especificado,0
20504,7,Male,71028,1.63,Los Angeles,No especificado,5
